H,H,H,H,H,H,H,H,S,S,S,S,S,S,S,S,S,S,H,H,H,H,H,H,H,H,H,H,H
H,1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,4,H,H,H,H
H,-1,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-1,H,H,H,H
H,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,H
H,S,S,H,S,H,H,H,H,S,S,H,H,H,H,S,S,H,H,H,H,H,H,H,S,H,H,H,H
H,S,S,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,H,H,H,H
H,S,S,H,S,H,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,S,H,S,H,H,H,H
H,S,S,H,S,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,H,S,H,H,H,H
H,S,S,H,S,H,S,H,S,H,H,H,S,H,H,H,H,H,H,H,S,S,S,H,S,H,H,H,H
H,S,S,H,S,H,S,H,S,H,S,S,S,S,S,S,S,S,S,H,S,H,S,S,S,H,H,H,H
H,S,S,S,S,H,S,H,S,H,S,H,H,H,H,H,H,H,S,H,S,H,S,S,S,H,H,H,H
H,S,S,H,S,H,S,H,S,H,S,H,S,S,S,S,S,H,S,H,S,S,S,S,S,H,H,H,H
H,S,S,H,S,H,S,H,S,H,S,H,PW,H,S,PW,S,S,S,H,S,H,S,S,S,H,H,H,H
H,S,S,H,S,H,S,H,S,S,S,H,H,H,H,H,S,H,S,H,S,H,S,S,S,H,H,H,H
H,S,S,S,S,H,S,H,S,H,S,S,S,S,S,S,S,H,S,H,S,S,S,H,S,H,H,H,H
H,S,S,H,S,H,S,H,S,H,H,H,H,H,H,H,H,H,S,H,S,H,S,H,S,H,H,H,H
H,S,S,S,S,H,S,H,S,S,S,S,S,S,S,S,S,S,S,H,S,H,S,H,S,H,H,H,H
H,S,S,H,S,H,S,H,H,H,H,H,H,H,H,H,H,H,H,H,S,H,S,H,S,H,H,H,H
H,S,S,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,H,S,H,H,H,H
H,S,S,H,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,S,H,S,H,H,H,H
H,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,H,H,H,H
H,H,S,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H
H,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,-1,H,H,H,H
H,2,-1,H,H,H,H,H,H,H,H,S,S,S,S,S,S,S,H,H,H,H,H,-1,3,H,H,H,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
